loss,accuracy,val_loss,val_accuracy
1.686736948413936,0.3819613457408733,1.2911894928325307,0.5838580423583286
1.0207322125565517,0.6634216177523264,0.8556382217190482,0.7344018317115055
0.7412915562521921,0.7597709377236935,0.679764084924351,0.7904979965655409
0.5771363356478139,0.81159627773801,0.6004666000604629,0.8185460789925587
0.44088459350849124,0.8592698639942735,0.5168631940402768,0.8465941614195763
0.35652999357069465,0.8854688618468145,0.561475723575462,0.8443045220377791
0.3225100718642751,0.8950608446671439,0.48725101839412344,0.8700629650829994
0.2636023860203621,0.9113815318539729,0.446588122099638,0.8946765884373211
0.25632385868519614,0.9166785969935576,0.4118611601265994,0.8963938179736691
0.2192882145754993,0.9295633500357909,0.5032728743146766,0.8752146536920435
0.20473527578534942,0.9321403006442377,0.40504266216673634,0.9078420148826559
0.17915153424452232,0.9435934144595562,0.36286507748406044,0.9238694905552376
0.1624112602442367,0.9470293486041517,0.4304200731895187,0.9021179164281625
0.16296194136869926,0.9474588403722263,0.37745669555257666,0.9175729822552948
0.12615644565643105,0.9589119541875448,0.5464813647368415,0.9089868345735546
0.09787946151219708,0.9680744452397996,0.47278847664763984,0.9152833428734973
0.14369963866046664,0.956621331424481,0.46812851334160027,0.911276473955352
0.1054652826724995,0.9672154617036507,0.49474583956920964,0.922724670864339
0.1311220246612745,0.972083035075161,0.3935910334471952,0.9290211791642817
0.08533634201068799,0.9727988546886185,0.41504444531165063,0.9238694905552376
0.09265177652662934,0.9699355762347888,0.3830958740701052,0.9364625071551231
0.0639600947363856,0.9806728704366499,0.5037307154440152,0.9147109330280481
0.12611913856158255,0.9693629205440228,0.35982539411634207,0.9244419004006869
0.09102195471094084,0.9753758052970651,0.40492285926910965,0.9261591299370349
0.07949788102797194,0.9769506084466714,0.39794530378315934,0.9307384087006296
0.06729334429319477,0.9802433786685755,0.4036699535155838,0.9290211791642817
0.055490884460413406,0.9825340014316393,0.48897003854878923,0.9273039496279335
0.060861320365038246,0.9831066571224052,0.4967856699209237,0.9353176874642244
0.04772274241272145,0.987831066571224,0.4245797591379166,0.9358900973096738
0.029209494770357485,0.9911238367931281,0.5756043158132922,0.9261591299370349
0.08793055143806133,0.976521116678597,0.42573773431782186,0.9278763594733829
0.05069079906985793,0.9862562634216178,0.5590475993152557,0.9244419004006869
0.05163524012433927,0.9845382963493199,0.48958778370341116,0.9387521465369204
0.043601766875031714,0.9885468861846815,0.561633967392316,0.9273039496279335
0.03561114911435528,0.9898353614889048,0.4827645739148879,0.938179736691471
0.07061175014992742,0.9823908375089477,0.46360189953649583,0.9341728677733256
0.05172153550115976,0.9863994273443092,0.6541825314137069,0.9204350314825415
0.053213747266142974,0.9849677881173945,0.5228130679260092,0.9244419004006869
0.0580353960498143,0.9859699355762348,0.4699904272502119,0.9181453921007442
0.05121271570439424,0.9858267716535433,0.468742995607582,0.9192902117916428
0.04273761772952321,0.9881173944166071,0.49079837109152735,0.9324556382369776
0.03816996636708538,0.988690050107373,0.5003207400991496,0.9278763594733829
0.048907129483783326,0.9862562634216178,0.35553792517272415,0.9404693760732684
0.06731008053120334,0.9831066571224052,0.4918470942499963,0.9164281625643962
0.07749747283076049,0.9811023622047245,0.35933384438976645,0.9278763594733829
0.05211690292683309,0.9882605583392984,0.5473258411342448,0.9181453921007442
0.07067573470624056,0.9801002147458839,0.51232972349998,0.9318832283915284
0.03428792741456641,0.9881173944166071,0.47958888096777214,0.9261591299370349
0.05120993253901722,0.9899785254115963,0.4531705587028145,0.9376073268460218
0.021098936299000778,0.9932712956335004,0.5487877201336563,0.9404693760732684
0.0489751967116096,0.9874015748031496,0.7038847699592059,0.9061247853463079
0.047150716526389407,0.9881173944166071,0.5180610641310606,0.9393245563823698
0.05070304247507741,0.9875447387258411,0.5585905913051895,0.9273039496279335
0.09249450846452739,0.9843951324266286,0.4746979121288115,0.9353176874642244
0.03238523029642044,0.9922691481746599,0.5367608418307183,0.9238694905552376
0.06512070854941952,0.984824624194703,0.5229633272625506,0.9370349170005724
0.03523122473799053,0.9898353614889048,0.3816654788639756,0.9393245563823698
0.022332002591427435,0.9945597709377237,0.6164406131270384,0.9341728677733256
0.038463007623125135,0.9885468861846815,0.5390141323039478,0.9307384087006296
0.01623260090008372,0.9937007874015749,0.5226601541476239,0.9393245563823698
0.029736902089415474,0.9919828203292771,0.7178211745636707,0.9192902117916428
0.04247256797912315,0.987831066571224,0.4277244714935395,0.933028048082427
0.027149384903934107,0.9929849677881174,0.46664166794772344,0.9393245563823698
0.03264225357215515,0.9912670007158196,0.5014597513712943,0.9232970807097882
0.025047137979457616,0.9922691481746599,0.5210279945368794,0.9439038351459645
0.05589223597825653,0.9859699355762348,0.568254046668616,0.933028048082427
0.05590774871280414,0.9924123120973515,0.7168869958175037,0.9376073268460218
0.04227609229488744,0.9909806728704367,0.7293644854305471,0.938179736691471
0.05625640779908281,0.9825340014316393,0.41695218231232667,0.9421866056096165
0.01723692694026891,0.9939871152469577,0.652315584400838,0.9250143102461362
0.02127627677017716,0.9941302791696492,0.8845697544007138,0.9135661133371493
0.06569321124607294,0.9849677881173945,0.539025198973038,0.9410417859187179
0.048026594846485283,0.9892627057981389,0.6335160973058506,0.9072696050372067
0.08740675577436083,0.9818181818181819,0.6380017105574635,0.9175729822552948
0.09808455036681024,0.9710808876163207,0.6157384220256724,0.9301659988551804
0.03416301470817674,0.9909806728704367,0.5349690544990484,0.9376073268460218
0.027502364191395026,0.9911238367931281,0.5912025420204207,0.9416141957641672
0.00753637864537491,0.9967072297780959,0.610487157324546,0.9416141957641672
0.007417473660214309,0.9967072297780959,0.7327438331598944,0.9467658843732112
0.0045993496246947065,0.9975662133142449,0.8148005625328137,0.9450486548368632
0.007637657423233884,0.9974230493915534,0.8889880257086762,0.9393245563823698
0.005147051087794837,0.9972798854688618,0.9401748441137889,0.9427590154550658
0.14941603183220872,0.9699355762347888,0.6411783715540712,0.9164281625643962
0.04913645926292382,0.9881173944166071,0.6636630507990379,0.9318832283915284
0.07389160778959898,0.9845382963493199,0.5393213415391405,0.938179736691471
0.05598121084115614,0.9912670007158196,0.4794445491205393,0.9410417859187179
0.050250657106598644,0.9921259842519684,0.44618747625063404,0.9387521465369204
0.055412790075980746,0.9863994273443092,0.5040615875802773,0.9433314253005152
0.03456420215098342,0.9926986399427343,0.5381807450078089,0.9336004579278763
0.024905180764964757,0.9926986399427343,0.7084751980587746,0.9416141957641672
0.03132386274655908,0.9922691481746599,0.6892954748123884,0.9387521465369204
0.08714032734483579,0.983965640658554,0.7844329456608234,0.939896966227819
0.02772731091944205,0.9914101646385112,0.5687607617159798,0.933028048082427
0.074182080824727,0.9853972798854689,0.5096739857880906,0.9318832283915284
0.08650098293363866,0.980386542591267,0.4204111585516578,0.9364625071551231
0.015041900395999392,0.9959914101646384,0.4368275481130695,0.9461934745277618
0.00587315347539508,0.996993557623479,0.4643631636368809,0.9444762449914138
0.004189334618846449,0.9972798854688618,0.4914744270204458,0.9444762449914138
0.0051331357192485666,0.9971367215461704,0.48545426623695676,0.9444762449914138
0.004545809521221128,0.9971367215461704,0.4954599686470663,0.9461934745277618
0.004715256252922296,0.9975662133142449,0.5036254378196067,0.9456210646823124
0.00545001591901445,0.9972798854688618,0.5067781567957189,0.9479107040641099
0.005502833284670958,0.996993557623479,0.5385793573671105,0.9433314253005152
0.008514961206593697,0.9962777380100215,0.5881447531562303,0.9479107040641099
0.004772301437261167,0.9972798854688618,0.6456642164037395,0.9490555237550086
0.0053975184847439095,0.9979957050823193,0.5791335941595538,0.9479107040641099
0.004670783182170913,0.9971367215461704,0.592980378202988,0.9490555237550086
0.004030486208839733,0.9974230493915534,0.6361502896716202,0.9484831139095593
0.03436180407075389,0.9914101646385112,0.557346118309281,0.9152833428734973
0.18698750003416423,0.956907659269864,0.6867448498918252,0.9032627361190613
0.10190861086950785,0.9798138869005011,0.47639616544527763,0.9376073268460218
0.027971332844908704,0.9921259842519684,0.483654316391436,0.9376073268460218
0.03054308628462385,0.9902648532569792,0.4033314669124097,0.9439038351459645
0.01652642178638815,0.9944166070150322,0.4124586808230643,0.9484831139095593
0.01561305996621487,0.9948460987831066,0.5391627002957896,0.9479107040641099
0.027999082127628614,0.9926986399427343,0.5640977897644917,0.9456210646823124
0.02234718609094975,0.9922691481746599,0.8547842293977738,0.9072696050372067
0.04516861994535331,0.9869720830350752,0.6292860991423368,0.9456210646823124
0.039506716483572485,0.9894058697208304,0.5461009958232436,0.9404693760732684
0.033250145305518584,0.991696492483894,0.6688504577995362,0.9358900973096738
0.11288973866147521,0.9770937723693629,0.5893339101309804,0.9353176874642244
0.041653122919998585,0.9899785254115963,0.9575681659498183,0.9410417859187179
0.06192459546259649,0.9851109520400858,0.5403003677217798,0.9307384087006296
0.015008671080774617,0.995561918396564,0.8113983664642794,0.9456210646823124
0.007003407388862313,0.9974230493915534,0.8000812164383702,0.9433314253005152
0.01188300930297594,0.9965640658554044,0.7763399006944383,0.9421866056096165
0.06048123670930502,0.9879742304939155,0.9536861620671433,0.9318832283915284
0.05992297695487083,0.9869720830350752,0.752650724410639,0.9364625071551231
0.032834592661065004,0.9912670007158196,0.617959977906536,0.9427590154550658
0.020193968565313032,0.9938439513242663,0.892216015252581,0.939896966227819
0.01129340664004359,0.995561918396564,0.8971066733639005,0.9387521465369204
0.01986238783722047,0.9944166070150322,1.0452347021038473,0.9341728677733256
0.025326076366467103,0.9926986399427343,1.0494877321613867,0.9210074413279908
0.039830344084853704,0.9902648532569792,0.7155344552561556,0.929593589009731
0.04632399855446476,0.9898353614889048,0.8524174896111204,0.9336004579278763
0.012422965157345625,0.9941302791696492,0.9769509707263668,0.9347452776187751
0.06130812705504007,0.9855404438081604,0.6193014864169527,0.9301659988551804
0.01721725461999673,0.9947029348604152,0.4666426438925555,0.9507727532913566
0.005318666765118453,0.9978525411596277,0.5015060198087833,0.9496279336004579
0.004881742717266445,0.9978525411596277,0.5268499605747986,0.951345163136806
0.004422046956315051,0.9979957050823193,0.570036173705053,0.951345163136806
0.0039137871508351275,0.9979957050823193,0.6080345419949553,0.9519175729822552
0.005051009477451809,0.9977093772369363,0.6503094977382556,0.951345163136806
0.0458945531417512,0.9891195418754474,1.001012648236726,0.9341728677733256
0.16396669691412627,0.972655690765927,0.7448607242242856,0.9101316542644534
0.12945419226215477,0.9699355762347888,0.5723607957024466,0.9135661133371493
0.04480293779527354,0.9888332140300645,0.517495479987966,0.9444762449914138
0.004937220607629339,0.9974230493915534,0.5990393866979998,0.9444762449914138
0.004660703897801013,0.9971367215461704,0.6552368471797474,0.9444762449914138
0.00434310534658983,0.9972798854688618,0.7285415970419432,0.9444762449914138
0.00410221402087966,0.9972798854688618,0.7961470020648231,0.9450486548368632
0.003801670279243502,0.9977093772369363,0.8455595531739061,0.9439038351459645
0.004898112349010566,0.996993557623479,0.8183402498530933,0.9450486548368632
0.007101057833678667,0.9975662133142449,0.7122419981960857,0.9433314253005152
0.005112728671585717,0.9975662133142449,0.8180627958915879,0.9421866056096165
0.004091851051255625,0.9972798854688618,0.8950547442966394,0.9427590154550658
0.003908458582566333,0.9977093772369363,0.919619733995206,0.9427590154550658
